[20:00:24.542][TRACE] dt=0.0002249
[20:20:29.180][TRACE] dt=0.0056344
[20:20:29.185][TRACE] dt=0.0054848
[20:20:29.191][TRACE] dt=0.0056099
[20:20:29.197][TRACE] dt=0.0057686
[20:20:29.202][TRACE] dt=0.0059045
[20:20:29.207][TRACE] dt=0.0050427
[20:20:29.213][TRACE] dt=0.0058769
[20:20:29.219][TRACE] dt=0.005276
[20:20:29.224][TRACE] dt=0.0054172
[20:20:29.230][TRACE] dt=0.0057791
[20:20:29.235][TRACE] dt=0.00534
[20:20:29.241][TRACE] dt=0.0059082
[20:20:29.246][TRACE] dt=0.0053368
[20:20:29.252][TRACE] dt=0.0055858
[20:20:29.257][TRACE] dt=0.0053906
[20:20:29.263][TRACE] dt=0.0056318
[20:20:29.269][TRACE] dt=0.0056062
[20:20:29.274][TRACE] dt=0.0056414
[20:20:29.280][TRACE] dt=0.0054776
[20:20:29.285][TRACE] dt=0.0053845
[20:20:29.291][TRACE] dt=0.0058474
[20:20:29.296][TRACE] dt=0.0053307
[20:20:29.302][TRACE] dt=0.0055682
[20:20:29.308][TRACE] dt=0.0056856
[20:20:29.313][TRACE] dt=0.0054511
[20:20:29.319][TRACE] dt=0.0056529
[20:20:29.324][TRACE] dt=0.0056434
[20:20:29.330][TRACE] dt=0.0057902
[20:20:29.335][TRACE] dt=0.0053792
[20:20:29.341][TRACE] dt=0.0052103
[20:20:29.346][TRACE] dt=0.0057121
[20:20:29.352][TRACE] dt=0.0055767
[20:20:29.357][TRACE] dt=0.0055196
[20:20:29.363][TRACE] dt=0.0057717
[20:20:29.369][TRACE] dt=0.0056969
[20:20:29.374][TRACE] dt=0.0051265
[20:20:29.380][TRACE] dt=0.0055865
[20:20:29.385][TRACE] dt=0.0055286
[20:20:29.391][TRACE] dt=0.0056643
[20:20:29.396][TRACE] dt=0.0053575
[20:20:29.402][TRACE] dt=0.0056797
[20:20:29.407][TRACE] dt=0.0054912
[20:20:29.413][TRACE] dt=0.005671
[20:20:29.419][TRACE] dt=0.0054738
[20:20:29.424][TRACE] dt=0.0056294
[20:20:29.430][TRACE] dt=0.0056306
[20:20:29.435][TRACE] dt=0.0054514
[20:20:29.441][TRACE] dt=0.0056182
[20:20:29.452][TRACE] dt=0.0054665
[20:20:29.457][TRACE] dt=0.005467
[20:20:29.463][TRACE] dt=0.0056706
[20:20:29.469][TRACE] dt=0.0058599
[20:20:29.474][TRACE] dt=0.0052242
[20:20:29.480][TRACE] dt=0.0056173
[20:20:29.485][TRACE] dt=0.0055208
[20:20:29.491][TRACE] dt=0.0056162
[20:20:29.496][TRACE] dt=0.0054455
[20:20:29.502][TRACE] dt=0.0055779
[20:20:29.507][TRACE] dt=0.0055769
[20:20:29.513][TRACE] dt=0.0053778
[20:20:29.518][TRACE] dt=0.005655
[20:20:29.524][TRACE] dt=0.0058296
[20:20:29.530][TRACE] dt=0.0055803
[20:20:29.535][TRACE] dt=0.0053995
[20:20:29.541][TRACE] dt=0.0056213
[20:20:29.546][TRACE] dt=0.0054704
[20:20:29.552][TRACE] dt=0.0055336
[20:20:29.558][TRACE] dt=0.0062986
[20:20:29.563][TRACE] dt=0.0047787
[20:20:29.569][TRACE] dt=0.0057424
[20:20:29.574][TRACE] dt=0.0057474
[20:20:29.580][TRACE] dt=0.0053386
[20:20:29.585][TRACE] dt=0.0056159
[20:20:29.591][TRACE] dt=0.0054271
[20:20:29.596][TRACE] dt=0.0054931
[20:20:29.602][TRACE] dt=0.0055151
[20:20:29.607][TRACE] dt=0.0055795
[20:20:29.613][TRACE] dt=0.0055929
[20:20:29.619][TRACE] dt=0.0055952
[20:20:29.624][TRACE] dt=0.0055668
[20:20:29.630][TRACE] dt=0.0055854
[20:20:29.635][TRACE] dt=0.0054945
[20:20:29.641][TRACE] dt=0.0056597
[20:20:29.646][TRACE] dt=0.0055321
[20:20:29.652][TRACE] dt=0.0054042
[20:20:29.657][TRACE] dt=0.005563
[20:20:29.663][TRACE] dt=0.0054903
[20:20:29.669][TRACE] dt=0.0058324
[20:20:29.674][TRACE] dt=0.0052029
[20:20:29.680][TRACE] dt=0.0057759
[20:20:29.685][TRACE] dt=0.0055255
[20:20:29.691][TRACE] dt=0.0055214
[20:20:29.696][TRACE] dt=0.0055312
[20:20:29.702][TRACE] dt=0.0056197
[20:20:29.708][TRACE] dt=0.005562
[20:20:29.713][TRACE] dt=0.0054942
[20:20:29.719][TRACE] dt=0.005616
[20:20:29.724][TRACE] dt=0.0055209
[20:20:29.730][TRACE] dt=0.0057639
[20:20:29.735][TRACE] dt=0.0052577
[20:20:29.741][TRACE] dt=0.0058143
[20:20:29.746][TRACE] dt=0.0053449
[20:20:29.752][TRACE] dt=0.0055329
[20:20:29.758][TRACE] dt=0.0059012
[20:20:29.763][TRACE] dt=0.0051782
[20:20:29.769][TRACE] dt=0.0057361
[20:20:29.774][TRACE] dt=0.0054471
[20:20:29.780][TRACE] dt=0.0056829
[20:20:29.786][TRACE] dt=0.0058224
[20:20:29.791][TRACE] dt=0.005564
[20:20:29.796][TRACE] dt=0.0051148
[20:20:29.802][TRACE] dt=0.0058031
[20:20:29.807][TRACE] dt=0.0053494
[20:20:29.813][TRACE] dt=0.0055228
[20:20:29.819][TRACE] dt=0.0058463
[20:20:29.824][TRACE] dt=0.0052
[20:20:29.830][TRACE] dt=0.0057194
[20:20:29.835][TRACE] dt=0.005642
[20:20:29.841][TRACE] dt=0.0054175
[20:20:29.846][TRACE] dt=0.0054627
[20:20:29.852][TRACE] dt=0.005613
[20:20:29.857][TRACE] dt=0.0055403
[20:20:29.863][TRACE] dt=0.0055145
[20:20:29.869][TRACE] dt=0.005634
[20:20:29.874][TRACE] dt=0.0054042
[20:20:29.880][TRACE] dt=0.0060844
[20:20:29.885][TRACE] dt=0.0051384
[20:20:29.891][TRACE] dt=0.0056094
[20:20:29.897][TRACE] dt=0.0057266
[20:20:29.902][TRACE] dt=0.0052566
[20:20:29.907][TRACE] dt=0.005562
[20:20:29.913][TRACE] dt=0.0056179
[20:20:29.919][TRACE] dt=0.0057096
[20:20:29.924][TRACE] dt=0.0053687
[20:20:29.930][TRACE] dt=0.0055591
[20:20:29.935][TRACE] dt=0.0055009
[20:20:29.941][TRACE] dt=0.0059167
[20:20:29.946][TRACE] dt=0.0052388
[20:20:29.958][TRACE] dt=0.0057348
[20:20:29.963][TRACE] dt=0.005224
[20:20:29.968][TRACE] dt=0.005526
[20:20:29.974][TRACE] dt=0.0058213
[20:20:29.980][TRACE] dt=0.0054239
[20:20:29.985][TRACE] dt=0.005603
[20:20:29.991][TRACE] dt=0.0055702
[20:20:29.996][TRACE] dt=0.0056091
[20:20:30.002][TRACE] dt=0.0054001
[20:20:30.007][TRACE] dt=0.005599
